PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
JrqeK,2Qbk1r1/p7/6q1/4B3/3P4/5R2/P4PPP/R5K1 w - - 5 35,e5c7 g6g2,608,97,92,193,mate mateIn1 middlegame oneMove,https://lichess.org/doCh8BSK#69,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/doCh8BSK""]
[Date ""2023.02.08""]
[Round ""?""]
[White ""HanzoHHH""]
[Black ""Boltorn10""]
[Result ""0-1""]
[GameId ""doCh8BSK""]
[UTCDate ""2023.02.08""]
[UTCTime ""15:56:37""]
[WhiteElo ""2111""]
[BlackElo ""1945""]
[WhiteRatingDiff ""-11""]
[BlackRatingDiff ""+9""]
[Variant ""Standard""]
[TimeControl ""480+0""]
[ECO ""C51""]
[Opening ""Italian Game: Evans Gambit, Anderssen Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Be7 6. d4 d6 7. Qb3 Nf6 8.
Bxf7+ Kf8 9. Ng5 exd4 10. Bh5 d5 11. Nf7 Qe8 12. O-O g6 13. Bxg6 hxg6 14. Nxh8
Kg7 15. exd5 Ne5 16. cxd4 Ned7 17. Nxg6 Qxg6 18. Nc3 Nb6 19. Bf4 Bh3 20. Bg3
Bf5 21. Bxc7 Bc2 22. Qb2 Nbxd5 23. Nxd5 Nxd5 24. Be5+ Kf7 25. Qxb7 Rg8 26.
Qxd5+ Kf8 27. Rfe1 Bb4 28. Re2 Bd3 29. Re3 Bc4 30. Qd8+ Kf7 31. Qc7+ Be7 32.
Qxc4+ Kf8 33. Rf3+ Ke8 34. Qc8+ Bd8 35. Bc7 0-1",69,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
QBY6G,8/2r5/2q3k1/p2pR3/P2PpPpP/2P1P1P1/1Q1K4/8 w - - 9 58,b2b5 c6c3 d2e2 c3c2 e2e1 c2c1 e1f2 c7c2,1500,500,100,0,crushing endgame veryLong,https://lichess.org/MqkoGhDd#115,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/MqkoGhDd""]
[Date ""2024.08.31""]
[Round ""?""]
[White ""LetsGoBrandonIsBack""]
[Black ""staman777""]
[Result ""0-1""]
[GameId ""MqkoGhDd""]
[UTCDate ""2024.08.31""]
[UTCTime ""19:05:15""]
[WhiteElo ""1939""]
[BlackElo ""1940""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+7""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A40""]
[Opening ""English Defense""]
[Termination ""Time forfeit""]

1. d4 b6 2. c4 Bb7 3. Nc3 e6 4. Bf4 Bb4 5. f3 f5 6. a3 Bxc3+ 7. bxc3 Nf6 8. e3
O-O 9. Bg3 d6 10. Bd3 Nbd7 11. Ne2 Qe8 12. O-O a5 13. a4 Kh8 14. h3 g5 15. Qc2
h5 16. f4 g4 17. h4 Ne4 18. Kh2 Ndf6 19. Bf2 Nxf2 20. Rxf2 Ne4 21. Bxe4 Bxe4
22. Qd2 Rg8 23. g3 Qf7 24. Qa2 Rab8 25. Rff1 Rgf8 26. Rfd1 Kh7 27. Nc1 Kg6 28.
Nd3 Rfc8 29. Rd2 Rf8 30. Rb1 Rfc8 31. Qa3 Rf8 32. Qb3 Rfc8 33. Qb5 Rf8 34. Kg1
Rfc8 35. Kf2 Rf8 36. Ke2 Rfc8 37. Nf2 Bf3+ 38. Ke1 Rf8 39. Qb2 Rfc8 40. Qa2 Rf8
41. Rdb2 Rfc8 42. Qa3 Rf8 43. Rb3 Rfc8 44. R1b2 Rf8 45. c5 d5 46. cxb6 cxb6 47.
Rxb6 Rxb6 48. Rxb6 Rc8 49. Kd2 Qc7 50. Rxe6+ Kf7 51. Re5 Be4 52. Nxe4 fxe4 53.
Rxh5 Qc6 54. Rh7+ Kg6 55. Re7 Qc4 56. Re5 Rc7 57. Qb2 Qc6 58. Qb5 0-1",115,0,False,4.0,75.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
HZn5W,3r2k1/p4ppp/8/b7/2PNqn2/P7/5PPP/1R1Q1KR1 b - - 0 29,d8d4 b1b8 a5d8 b8d8 d4d8 d1d8 e4e8 d8e8,1006,82,87,440,mate mateIn4 middlegame veryLong xRayAttack,https://lichess.org/f6oYqb7F/black#58,,"[Event ""rated classical game""]
[Site ""https://lichess.org/f6oYqb7F""]
[Date ""2024.02.12""]
[Round ""?""]
[White ""Fathy-aly""]
[Black ""naviasuarna""]
[Result ""1-0""]
[GameId ""f6oYqb7F""]
[UTCDate ""2024.02.12""]
[UTCTime ""22:41:48""]
[WhiteElo ""1677""]
[BlackElo ""1704""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""1800+0""]
[ECO ""C54""]
[Opening ""Italian Game: Classical Variation, Giuoco Pianissimo""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 O-O 6. Bb3 Na5 7. Bc2 Nc6 8.
Nbd2 d5 9. b4 Bb6 10. b5 Ne7 11. Nxe5 d4 12. c4 c5 13. bxc6 bxc6 14. Ba4 c5 15.
Ba3 Ng6 16. Nc6 Qc7 17. Nb3 Bd7 18. Nxc5 Bxc6 19. Na6 Qb7 20. Bxc6 Qxc6 21.
Bxf8 Rxf8 22. Nb4 Ba5 23. Rb1 Qb7 24. a3 Nxe4 25. dxe4 Qxe4+ 26. Kf1 Nf4 27.
Rg1 Rb8 28. Nc2 Rd8 29. Nxd4 Rxd4 1-0",58,0,False,4.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
uCPUO,r3r1k1/pp2npp1/3q3p/3P4/8/3B3P/P2Q1PP1/R3R1K1 b - - 0 21,d6d5 e1e7 e8e7 d3h7 g8h7 d2d5,1577,74,96,4495,crushing discoveredAttack long middlegame sacrifice,https://lichess.org/DLGTCs0Y/black#42,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/DLGTCs0Y""]
[Date ""2022.03.03""]
[Round ""?""]
[White ""Schachspieler1972""]
[Black ""Nekit-vbg""]
[Result ""1-0""]
[GameId ""DLGTCs0Y""]
[UTCDate ""2022.03.03""]
[UTCTime ""19:08:07""]
[WhiteElo ""1928""]
[BlackElo ""1940""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-7""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""C01""]
[Opening ""French Defense: Exchange Variation, Monte Carlo Variation""]
[Termination ""Normal""]

1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Bb4+ 5. Nc3 Nf6 6. Nf3 O-O 7. Be2 Ne4 8.
Bd2 Nxd2 9. Qxd2 Re8 10. O-O Qe7 11. Bd3 dxc4 12. Bxc4 Bxc3 13. bxc3 Be6 14.
Bd3 Nc6 15. Ng5 h6 16. Nxe6 Qxe6 17. Rfe1 Qd6 18. h3 Ne7 19. c4 c6 20. d5 cxd5
21. cxd5 Qxd5 1-0",42,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
PbiSE,8/8/4kppp/1p6/1P2KPPP/8/8/8 b - - 0 39,f6f5 g4f5 g6f5 e4d4 e6d6 h4h5,1604,75,97,1920,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/KS03HQjS/black#78,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/KS03HQjS""]
[Date ""2024.01.22""]
[Round ""?""]
[White ""Fizuli55""]
[Black ""Kyros92""]
[Result ""1-0""]
[GameId ""KS03HQjS""]
[UTCDate ""2024.01.22""]
[UTCTime ""09:28:07""]
[WhiteElo ""1958""]
[BlackElo ""1963""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""180+2""]
[ECO ""E52""]
[Opening ""Nimzo-Indian Defense: Normal Variation, Schlechter Defense""]
[Termination ""Normal""]

1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 d5 5. Nf3 O-O 6. Bd3 b6 7. cxd5 exd5 8. O-O
Bg4 9. Bd2 Nbd7 10. Rc1 c5 11. dxc5 Nxc5 12. Be2 Rc8 13. a3 Bxc3 14. Bxc3 Nce4
15. Bxf6 Rxc1 16. Bxd8 Rxd1 17. Rxd1 Rxd8 18. Kf1 f6 19. Nd4 Bxe2+ 20. Kxe2 Kf7
21. Nc6 Rd7 22. Nb4 Ke6 23. f3 Nc5 24. Nc6 Na4 25. Rd2 a5 26. Nd4+ Ke7 27. g4
g6 28. h4 Nc5 29. b4 axb4 30. axb4 Ne6 31. Nxe6 Kxe6 32. Kd3 Rc7 33. Rc2 Rxc2
34. Kxc2 Ke5 35. Kd3 b5 36. f4+ Ke6 37. Kd4 h6 38. e4 dxe4 39. Kxe4 f5+ 1-0",78,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
mHy2l,5r1k/7p/6p1/8/4N3/2b3P1/6NP/3Q1q1K w - - 6 41,d1f1 f8f1,928,166,47,35,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/0okGl8Jg#81,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/0okGl8Jg""]
[Date ""2016.09.23""]
[Round ""?""]
[White ""Arival26""]
[Black ""holm""]
[Result ""0-1""]
[GameId ""0okGl8Jg""]
[UTCDate ""2016.09.23""]
[UTCTime ""16:04:25""]
[WhiteElo ""1803""]
[BlackElo ""1895""]
[WhiteRatingDiff ""-15""]
[BlackRatingDiff ""+8""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A40""]
[Opening ""Queen's Pawn Game: Modern Defense""]
[Termination ""Normal""]

1. d4 g6 2. Nf3 Bg7 3. g3 a6 4. Bg2 c6 5. Bf4 e6 6. c3 d6 7. Nbd2 Nf6 8. Bg5
Qd7 9. Qc2 O-O 10. O-O Nd5 11. e3 f6 12. Bf4 Nxf4 13. exf4 d5 14. Bh3 Qd6 15.
Rfe1 Re8 16. Nb3 b6 17. Qd2 a5 18. Qe3 Ra7 19. a3 Rae7 20. Rab1 a4 21. Nbd2 e5
22. fxe5 fxe5 23. Bxc8 exd4 24. Qd3 dxc3 25. bxc3 Rxe1+ 26. Nxe1 Rxc8 27. Rxb6
Re8 28. Ng2 Nd7 29. Ra6 Nc5 30. Qf1 Nxa6 31. Qxa6 Qxa3 32. Qxc6 Qc1+ 33. Nf1
Rf8 34. Qxd5+ Kh8 35. Qa2 Bxc3 36. Qxa4 Qb2 37. Qd1 Qxf2+ 38. Kh1 Bd4 39. Nd2
Bc3 40. Ne4 Qf1+ 41. Qxf1 0-1",81,0,False,1.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
mx5f7,3R4/p1r3k1/2p2q1p/1p2p1p1/6P1/2P3P1/PP2QP2/1K6 w - - 1 33,d8e8 f6g6 e2c2 g6e8,1096,79,90,3287,crushing endgame fork short,https://lichess.org/MM7c3Cy4#65,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/MM7c3Cy4""]
[Date ""2020.07.21""]
[Round ""?""]
[White ""lucabona777""]
[Black ""renecolque""]
[Result ""0-1""]
[GameId ""MM7c3Cy4""]
[UTCDate ""2020.07.21""]
[UTCTime ""21:52:25""]
[WhiteElo ""1934""]
[BlackElo ""1901""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+114""]
[Variant ""Standard""]
[TimeControl ""900+10""]
[ECO ""A48""]
[Opening ""London System""]
[Termination ""Normal""]

1. d4 Nf6 2. Bf4 g6 3. e3 Bg7 4. Nf3 d6 5. c3 Nbd7 6. Be2 Nh5 7. Bg5 h6 8. Bh4
g5 9. Bg3 Nxg3 10. hxg3 e5 11. Nbd2 b6 12. dxe5 Nxe5 13. Nxe5 Bxe5 14. Nf3 Qf6
15. Nxe5 dxe5 16. Bf3 c6 17. Qa4 Bb7 18. O-O-O O-O 19. Rd7 b5 20. Qc2 Bc8 21.
Rc7 Bf5 22. Qe2 Rfc8 23. Rxc8+ Rxc8 24. Rd1 Qe6 25. e4 Bg6 26. Bg4 f5 27. exf5
Bxf5 28. Bxf5 Qxf5 29. g4 Qf4+ 30. Kb1 Rc7 31. Rd8+ Kg7 32. g3 Qf6 33. Re8 0-1",65,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
y7iha,1r6/1p3k2/p7/6R1/1PpP3p/2P1PPNr/1B1K1P2/8 w - - 0 31,g5h5 h4g3 h5h3 g3g2 h3g3 b8g8 g3g2 g8g2,1980,76,94,1957,advancedPawn advantage endgame sacrifice veryLong,https://lichess.org/V371JTdm#61,,"[Event ""rated classical game""]
[Site ""https://lichess.org/V371JTdm""]
[Date ""2023.01.15""]
[Round ""?""]
[White ""Raashidrook""]
[Black ""ObjetoCompacto""]
[Result ""0-1""]
[GameId ""V371JTdm""]
[UTCDate ""2023.01.15""]
[UTCTime ""05:24:18""]
[WhiteElo ""1827""]
[BlackElo ""1780""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+58""]
[Variant ""Standard""]
[TimeControl ""1800+0""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: Symmetrical Variation""]
[Termination ""Normal""]

1. d4 d5 2. Nf3 Nf6 3. h3 Bf5 4. Qd2 e6 5. Nc3 Nbd7 6. e3 Bb4 7. a3 Ne4 8. axb4
Nxd2 9. Kxd2 c6 10. Be2 Qb6 11. Rd1 Be4 12. b5 Bxf3 13. gxf3 f5 14. Na4 Qa5+
15. c3 cxb5 16. b4 Qa6 17. Bb2 Nb6 18. Nc5 Qxa1 19. Rxa1 O-O 20. Bxb5 a6 21.
Be2 Rab8 22. Nxe6 Rf6 23. Nf4 Nc4+ 24. Bxc4 dxc4 25. Ra5 g5 26. Nd5 Rh6 27.
Ne7+ Kf7 28. Nxf5 Rxh3 29. Ng3 h5 30. Rxg5 h4 31. Rh5 0-1",61,0,False,4.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
oduB4,1r6/4k3/2Qb2pp/P1pP4/4ppP1/7P/2P2PK1/8 w - - 0 42,c6a4 f4f3 g2f1 b8b1,1081,155,0,9,endgame mate mateIn2 short,https://lichess.org/uGoRgCl5#83,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/uGoRgCl5""]
[Date ""2016.02.17""]
[Round ""?""]
[White ""mristic""]
[Black ""nathan340""]
[Result ""0-1""]
[GameId ""uGoRgCl5""]
[UTCDate ""2016.02.17""]
[UTCTime ""23:53:10""]
[WhiteElo ""1749""]
[BlackElo ""1677""]
[WhiteRatingDiff ""-12""]
[BlackRatingDiff ""+13""]
[Variant ""Standard""]
[TimeControl ""480+7""]
[ECO ""B20""]
[Opening ""Sicilian Defense""]
[Termination ""Normal""]

1. e4 c5 2. d3 Nc6 3. a3 e5 4. h3 Nf6 5. Be2 Be7 6. Nf3 h6 7. Bd2 b6 8. Nc3 Ba6
9. Nh4 g6 10. Nf3 Qc7 11. b4 b5 12. O-O Nd4 13. Na2 Nxe2+ 14. Qxe2 c4 15. d4 d6
16. Be3 Bb7 17. Nc3 Nxe4 18. Nxb5 Qb6 19. a4 a6 20. d5 Nc5 21. Bxc5 dxc5 22.
Nc3 Qxb4 23. Rab1 Qxc3 24. Rxb7 Bd6 25. Rb6 O-O-O 26. Rxa6 Kb7 27. Ra5 Qxa5 28.
Qxc4 f6 29. Rb1+ Kc7 30. Rb5 Qa7 31. Nd4 Rhe8 32. Nc6 Qa8 33. Ra5 Qxa5 34. Nxa5
Ra8 35. Qb5 Rxa5 36. Qxa5+ Kd7 37. Qb6 Rb8 38. Qc6+ Ke7 39. g4 e4 40. Kg2 f5
41. a5 f4 42. Qa4 0-1",83,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
0Rkn5,2r5/6pk/1R4R1/1p2Bn2/1P6/5P1P/N4KP1/3r4 w - - 9 55,g2g4 c8c2,942,90,95,1836,mate mateIn1 middlegame oneMove,https://lichess.org/ZB6Thxbt#109,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/ZB6Thxbt""]
[Date ""2021.03.11""]
[Round ""?""]
[White ""Nazachok""]
[Black ""selbino""]
[Result ""0-1""]
[GameId ""ZB6Thxbt""]
[UTCDate ""2021.03.11""]
[UTCTime ""05:40:49""]
[WhiteElo ""1890""]
[BlackElo ""1889""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D06""]
[Opening ""Queen's Gambit Declined: Marshall Defense""]
[Termination ""Normal""]

1. d4 d5 2. c4 Nf6 3. cxd5 Nxd5 4. e4 Nf6 5. Nc3 h6 6. Nf3 Bg4 7. Be2 e6 8. a3
Be7 9. h3 Bh5 10. Bf4 O-O 11. O-O Nbd7 12. Qd2 Kh7 13. Rfe1 Bg6 14. e5 Ne8 15.
Bd3 a6 16. Bxg6+ fxg6 17. Rad1 b5 18. d5 g5 19. Qd3+ Kh8 20. Bh2 Nc5 21. Qd2
Qc8 22. d6 cxd6 23. exd6 Bf6 24. d7 Qc6 25. dxe8=Q Raxe8 26. Ne5 Bxe5 27. Bxe5
Nb3 28. Qd6 Qb7 29. Qc7 Qxc7 30. Bxc7 Rf7 31. Be5 Ref8 32. f3 Na5 33. Rd2 Nc4
34. Rde2 Rd8 35. Bh2 e5 36. b3 Nd2 37. b4 Nc4 38. Bxe5 Nxa3 39. Na2 Nc4 40. Bc7
Rc8 41. Bg3 Rff8 42. Re6 Ra8 43. Be5 Na3 44. Rxh6+ Kg8 45. Rg6 Rf7 46. Rxg5 Nc2
47. Rc1 Ne3 48. Rc6 Rd7 49. Rgg6 Kh7 50. Rxa6 Rc8 51. Rab6 Rd1+ 52. Kh2 Nf1+
53. Kg1 Ne3+ 54. Kf2 Nf5 55. g4 0-1",109,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
x30Bh,r1b1r3/2p1P2k/pp4pp/2p1R3/2P1B3/6P1/PBP3P1/6K1 b - - 1 25,a8a7 e4c6 c8d7 c6d7,1708,74,96,10596,crushing endgame short,https://lichess.org/056aA38U/black#50,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/056aA38U""]
[Date ""2015.08.25""]
[Round ""?""]
[White ""olenchuk""]
[Black ""obolfazl""]
[Result ""1-0""]
[GameId ""056aA38U""]
[UTCDate ""2015.08.25""]
[UTCTime ""09:30:34""]
[WhiteElo ""1752""]
[BlackElo ""1731""]
[WhiteRatingDiff ""+12""]
[BlackRatingDiff ""-10""]
[Variant ""Standard""]
[TimeControl ""480+8""]
[ECO ""C47""]
[Opening ""Four Knights Game: Italian Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 h6 5. d4 exd4 6. Nxd4 Bb4 7. O-O O-O 8.
Nxc6 dxc6 9. Qxd8 Rxd8 10. Bd3 Bxc3 11. bxc3 b6 12. Bb2 c5 13. c4 Ne8 14. f4
Bb7 15. Rf3 Nd6 16. Rg3 g6 17. Re1 Ba6 18. f5 Kh7 19. fxg6+ fxg6 20. e5 Nf5 21.
e6 Nxg3 22. hxg3 Re8 23. e7 Bc8 24. Re5 a6 25. Be4 Ra7 1-0",50,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
fN7WY,r4rk1/pp1nb1p1/2p3Pp/q2p4/3P1B1P/2N1Q3/PPP5/2KR3R b - - 1 20,a8e8 e3e6 g8h8 e6d7,889,78,91,952,crushing fork middlegame short,https://lichess.org/eprs5vBL/black#40,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/eprs5vBL""]
[Date ""2022.01.05""]
[Round ""?""]
[White ""mr84amini""]
[Black ""ALLO75""]
[Result ""1-0""]
[GameId ""eprs5vBL""]
[UTCDate ""2022.01.05""]
[UTCTime ""06:44:47""]
[WhiteElo ""2328""]
[BlackElo ""2359""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-7""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D00""]
[Opening ""Queen's Pawn Game: Chigorin Variation""]
[Termination ""Normal""]

1. d4 d5 2. Nc3 c6 3. f3 Bf5 4. Bf4 e6 5. g4 Bg6 6. e3 h6 7. Bd3 Bxd3 8. Qxd3
Nf6 9. O-O-O Be7 10. Nge2 Nbd7 11. h4 Qa5 12. g5 Ng8 13. g6 f5 14. e4 fxe4 15.
fxe4 Bb4 16. exd5 exd5 17. Ng3 Ne7 18. Nf5 O-O 19. Nxe7+ Bxe7 20. Qe3 Rae8 1-0",40,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
4ebiY,4rr1k/pp1q4/2pp1pQP/3b1N2/8/3P4/PP4P1/2KR3R b - - 0 29,d7h7 g6g7 h7g7 h6g7,1348,78,94,20368,advancedPawn crushing doubleCheck kingsideAttack middlegame short,https://lichess.org/W6r0Pcee/black#58,,"[Event ""rated classical game""]
[Site ""https://lichess.org/W6r0Pcee""]
[Date ""2018.12.03""]
[Round ""?""]
[White ""Gahool""]
[Black ""dragon_ftw""]
[Result ""1-0""]
[GameId ""W6r0Pcee""]
[UTCDate ""2018.12.03""]
[UTCTime ""15:19:09""]
[WhiteElo ""1800""]
[BlackElo ""1751""]
[WhiteRatingDiff ""+10""]
[BlackRatingDiff ""-10""]
[Variant ""Standard""]
[TimeControl ""900+15""]
[ECO ""C35""]
[Opening ""King's Gambit Accepted: Cunningham Defense""]
[Termination ""Normal""]

1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. h4 Nf6 5. d3 O-O 6. Bxf4 Nh5 7. Qd2 Nxf4 8.
Qxf4 d6 9. Nc3 f5 10. O-O-O Nc6 11. d4 fxe4 12. Qxe4 Bf5 13. Qd5+ Kh8 14. Bd3
Nb4 15. Qb3 Nxd3+ 16. cxd3 Rb8 17. Ne4 Qd7 18. Neg5 Bf6 19. h5 h6 20. Ne4 Be6
21. d5 Bf7 22. Nxf6 gxf6 23. Qc4 c6 24. Qf4 Kh7 25. Nd4 Bxd5 26. Nf5 Rbe8 27.
Qxh6+ Kg8 28. Qg6+ Kh8 29. h6 Qh7 1-0",58,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
5zbMS,3r2k1/p2r1pp1/8/6qp/1pp5/5B1b/1P3R1P/RNQ3K1 w - - 0 29,c1g5 d7d1 f3d1 d8d1 f2f1 d1f1,889,93,88,505,long mate mateIn3 middlegame sacrifice,https://lichess.org/PZtKevNP#57,,"[Event ""Eastern Rapid Arena""]
[Site ""https://lichess.org/PZtKevNP""]
[Date ""2016.07.31""]
[Round ""?""]
[White ""tardigardi""]
[Black ""kassir10""]
[Result ""0-1""]
[GameId ""PZtKevNP""]
[UTCDate ""2016.07.31""]
[UTCTime ""09:02:01""]
[WhiteElo ""2070""]
[BlackElo ""2114""]
[WhiteRatingDiff ""-10""]
[BlackRatingDiff ""+11""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D31""]
[Opening ""Semi-Slav Defense: Accelerated Move Order""]
[Termination ""Normal""]

1. d4 d5 2. c4 e6 3. Nc3 c6 4. Bf4 dxc4 5. e4 b5 6. a4 Bb4 7. axb5 cxb5 8. Nf3
Nf6 9. Nd2 Qb6 10. Be3 O-O 11. d5 Qb7 12. dxe6 Bxe6 13. f3 Nc6 14. Be2 Rfd8 15.
O-O Ba5 16. Qc1 Bb6 17. Bf2 Rd7 18. g4 Rad8 19. Ndb1 Nd4 20. Bxd4 Bxd4+ 21. Kg2
b4 22. Nd1 h5 23. g5 Nxe4 24. fxe4 Qxe4+ 25. Bf3 Qh4 26. Nf2 Bxf2 27. Rxf2 Bh3+
28. Kg1 Qxg5+ 29. Qxg5 0-1",57,0,False,3.0,33.33333333333333,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
